"","Progressive.passes.per.90","Deep.completed.crosses.acc...","Deep.completed.crosses.per.90","Deep.completed.passes.acc...","Deep.completed.passes.per.90","Thru.passes.acc...","Thru.passes.per.90","Passes.to.penalty.area.acc...","Passes.to.penalty.area.per.90","Final.3rd.passes.acc...","Final.3rd.passes.per.90","Key.passes.per.90","Smt.passes.acc...","Smt.passes.per.90","Third.assists.per.90","Second.assists.per.90","Avg.lng.pass.length..m","Avg.pass.length..m","Lng.passes.acc...","Lng.passes.per.90","Lat.passes.acc...","Lat.passes.per.90","Back.passes.acc...","Back.passes.per.90","Fwd.passes.acc...","Fwd.passes.per.90","Passes.acc...","Passes.per.90","Red.cards.per.90","Red.cards","Yellow.cards.per.90","Yellow.cards","Fouls.per.90","Interceptions.per.opp.30","Interceptions.per.90","Shots.blocked.per.90","Tackles.per.opp.30","Tackle.succ...","Tackles.per.90","Aerial.duels.won..","Aerial.duels.per.90","Def.duels.won..","Def.duels.per.90","Succ..def..per.90","Progressive.runs.per.90","Touches.in.box.per.90","Dribbles.succ...","Dribbles.per.90","Crosses...","Crosses.per.90","xA.per.90","xA","Assists.per.90","Assists","Goal.conv....","Shots.on.target..","Shots.per.90","Shots.total","Head.goals.per.90","Head.goals.total","xG.per.90","Non.penalty.goals.per.90","Non.penalty.goals","Goals.per.90","Goals.total.1","Succ..att..actions","xG","total_passes_closeness","total_passes_betw","total_passes_pagerank","total_passes_transitivity","forward_passes_closeness","forward_passes_betw","forward_passes_pagerank","forward_passes_transitivity","back_passes_closeness","back_passes_betw","back_passes_pagerank","back_passes_transitivity","long_passes_closeness","long_passes_betw","long_passes_pagerank","long_passes_transitivity","final_3rd_passes_closeness","final_3rd_passes_betw","final_3rd_passes_pagerank","final_3rd_passes_transitivity","progressive_passes_closeness","progressive_passes_betw","progressive_passes_pagerank","progressive_passes_transitivity","Cluster"
"R. Netfullin",0.6,0.9,0.2,1,0.2,0.3,0.2,0.7,0.3,0.7,0.5,0.1,0.8,0.1,0,0,0.7,0.4,0.6,0.5,0.9,0.3,1,0.4,0.8,0.6,0.9,0.6,0,0,0.1,0.2,0.3,0.4,0.4,0.2,0.1,0.2,0.1,0.5,0.3,0.6,0.5,0.5,0.1,0.1,0,0,0.6,0.1,0.2,0.3,0.1,0.1,0,0.2,0.3,0.3,0,0,0,0,0,0,0,0.1,0.1,0.9,0.2,0.8,0.6,1,0.3,0.6,0.7,0.9,0.2,0.2,0.4,0.7,0.2,0.4,0.6,0.9,0,0.8,0.5,0.9,0.1,0.7,0.6,16
"R. Pukhov",0.3,0.8,0.6,1,0.1,0.7,0.2,0.4,0.4,0.5,0.2,0.1,1,0.1,0,0,0.2,0.2,0.4,0,0.7,0.1,0.9,0.4,0.7,0.1,0.8,0.2,0,0,0.2,0.5,0.4,0.1,0.1,0,0.1,0.2,0.1,0.3,0.4,0.5,0.3,0.2,0.2,0.5,0.2,0.2,0.4,0.5,0.1,0.1,0,0,0,0.5,0.5,0.2,0,0,0.3,0,0,0,0,0.3,0.1,0.8,0.1,0.7,0.2,0.7,0.1,0.2,0.2,0.4,0,0.4,0.8,0.5,0,0,0.7,0.8,0.1,0.2,0.4,0.7,0.2,0.4,0.2,8
"R. Putilin",0.2,0,0,0,0.1,0,0,0,0,0.6,0.2,0,0,0,0,0,0,0.3,0,0,1,0.1,0,0.1,0.5,0.1,0.8,0.2,0,0,0,0,0,0.2,0.3,0,0.9,0,1,0.7,0.5,0.5,0.3,0.6,0,0.1,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0.1,0,0,0,0,0,0,0.6,0.1,0.7,0.4,0.2,0.2,0.3,0.7,0.8,0,0,0.8,0.2,0,0.1,0.7,0,0,0.2,1,0,0,0.1,0.8,4
"R. Shishkin",0.7,0.9,0.3,0.9,0.2,0.7,0.1,0.5,0.4,0.8,0.8,0,1,0,0.1,0,0.9,0.8,0.6,0.5,1,0.1,0,0,0.7,0.3,0.8,0.2,0,0,0,0,0,0.1,0.1,0,0,0,0,0.7,0,1,0,0.1,0.3,0,0.5,0,0.4,0.2,0.1,0.1,0,0,0.1,0.5,0.2,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,0.1,0.9,1,1,0.5,0.9,0.3,0.3,0.2,0.8,0.3,0.6,0.4,0.8,0.2,1,0.7,0.7,0,0.6,0.6,11
"R. Vorobjev",0.2,0,0,1,0.1,0,0.1,0.2,0.2,0.8,0.2,0.3,0.5,0.2,0,0.6,0.4,0.3,0.7,0.1,0.8,0.1,0.9,0.6,0.5,0.2,0.8,0.3,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0.7,0.4,0.1,0,0.2,0.6,0.2,0.2,0.2,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0.2,0,0.3,0,0.4,0.3,0.2,0.1,0.2,0.3,0.2,0,0.2,0.6,0.4,0.3,0,0.3,0.4,0.3,0.3,0.2,0.3,0.1,0.2,0.3,1
"R. Vorobyov",0.4,1,0,1,0.4,0.5,0.2,0.6,0.2,0.7,0.6,0.1,0.6,0.1,0,0,0.3,0.2,0.8,0.1,0.7,0.1,1,0.4,0.6,0.2,0.8,0.3,0,0,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.5,0.1,0.3,0.3,0.3,0.2,0.1,0.5,0.3,0.6,0.4,0.2,0,0.2,0.2,0,0,0.1,0.3,0.5,0.3,0,0,0.1,0.2,0.2,0.2,0.2,0.4,0.1,0.8,0.1,0.8,0.4,0.7,0.5,0.6,0.3,0.6,0.5,0.6,0.5,0.5,0.2,0.2,0.6,0.7,0.1,0.4,0.5,0.7,0.3,0.6,0.1,10
"R. Yusupov",0.3,1,0,0.2,0.1,0.7,0.1,0.4,0.1,0.5,0.2,0.1,0,0,0,0,0.6,0.3,0.5,0.4,0.9,0.2,0.9,0.4,0.6,0.5,0.8,0.5,0,0,0.1,0.5,0.4,0.4,0.5,0.3,0.3,0.2,0.3,0.4,0.6,0.6,0.7,0.7,0,0.1,0.8,0,1,0,0,0,0,0,0.8,0.8,0.1,0.1,0.2,0.5,0.1,0.3,0.2,0.2,0.2,0,0.1,0.8,0.5,0.9,0.1,0.7,0.1,0.8,0.5,0.7,0.1,0.1,0.1,0.6,0.2,0.6,0.4,0.6,0,0.6,0.8,0.7,0.6,0.9,0.1,17
"S. Aliev",0.1,0.8,0.1,1,0.3,1,0,0.5,0.2,0.7,0.1,0.2,1,0,0,0,0.3,0.3,0.5,0.1,0.5,0,0.9,0.2,0.5,0.1,0.7,0.1,0,0,0.1,0.2,0.3,0.1,0.1,0,0.1,0.5,0.1,0.2,0.3,0.4,0.1,0.2,0.4,0.7,0.4,0.7,0.3,0.2,0.2,0.2,0.1,0.1,0.2,0.4,0.9,0.7,0,0,0.6,0.6,0.5,0.7,0.6,0.6,0.6,0.8,0.2,0.7,0,0.8,0.2,0.1,0.5,0.5,0,0.8,0.7,1,0.7,0.2,0.7,1,0.1,0.1,0.5,1,0.6,0.6,0.5,20
"S. BakaevSpartak",0.3,0.8,0.2,1,0.6,0.3,0.4,0.3,0.7,0.7,0.2,0.3,0.3,0.6,0,0.1,0.4,0.3,0.5,0.2,0.9,0.2,0.9,0.8,0.7,0.4,0.9,0.5,0,0,0.1,0.2,0.3,0.3,0.3,0.2,0.3,0.2,0.3,0.4,0.2,0.6,0.6,0.5,0.8,0.5,0.5,1,0.2,0.4,0.3,0.4,0,0,0.1,0.4,0.5,0.5,0,0,0.3,0.3,0.3,0.3,0.3,0.9,0.4,0.6,0.2,0.7,0.1,0.6,0.1,0.2,0.4,0.9,0.2,0.8,0.4,1,0.1,0.1,0.4,0.9,0.1,0.3,0.3,0.9,0.3,0.4,0.4,7
"S. Borodin",0.6,1,0,0.4,0.2,0.5,0,0.2,0.1,0.7,0.6,0,0,0,0.1,0,0.3,0.2,0.2,0,0.7,0.1,0.8,0.2,0.4,0.1,0.8,0.1,0,0,0.1,0.3,0.4,0.2,0.2,0.1,0,0.5,0,0.5,0.6,0.6,0.2,0.2,0.5,0.1,1,0,0.4,0,0.1,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.9,0.4,1,0.2,0.8,0.2,1,0.5,1,0.5,0.4,0.3,0.9,0.8,1,0.3,0.9,0.3,0.4,0.6,0.5,0.2,0.8,0.4,18
"S. Bozhin",0.7,1,0,0.8,0.4,0.5,0.2,0.5,0.2,0.7,0.7,0.1,1,0.1,0.1,0.1,0.8,0.5,0.6,0.8,0.9,0.3,0.9,0.2,0.7,0.6,0.9,0.5,0,0,0.1,0.6,0.2,0.6,0.7,0.4,0.1,0.5,0.1,0.6,0.4,0.7,0.4,0.8,0.1,0.2,0.4,0,0.7,0,0.1,0.2,0.1,0.1,0.2,0.3,0.2,0.2,0.3,1,0.1,0.2,0.3,0.2,0.3,0.1,0.2,1,0.8,1,0.4,1,0.2,0.5,0.6,1,0.8,0.5,0,0.9,0.3,0.6,0.4,0.8,0.1,0.7,0.7,0.9,0.6,1,0.4,16
"S. Breev",0.4,0,0,0.6,0.3,0.1,0.4,0.3,0.3,0.7,0.5,0,0.6,0.2,0,0,0.9,0.8,0.6,0.5,0.9,0.1,0,0,0.7,0.3,0.8,0.2,0,0,0,0,0,0.1,0.1,0,0,0,0,1,0,0,0,0.1,0.3,0.1,0.5,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.9,0.1,0.9,0.9,1,0.3,0.9,0.5,1,0.3,0.7,0.6,0.7,0.1,0.5,0.8,1,0.7,0.6,0.7,1,0.5,0.8,0.5,11
"S. Bryzgalov",0.5,0,0,0,0,0,0,0,0,0.7,0.2,0,0,0,0,0,0.6,0.4,0.5,0.3,0.9,0.3,1,0.2,0.8,0.6,0.9,0.5,0,0,0.1,0.2,0.3,0.4,0.5,0.4,0.1,0,0.1,0.4,0.4,0.8,0.5,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.8,0.4,0.5,0,0.4,0.9,0.5,0.1,0.1,0.5,0.3,0,0.2,1,0.2,0,0.2,0.5,0.3,0,0.4,0.8,4
"S. Doumbia",0.3,0,0,1,0,0.3,0.1,0.4,0.1,0.6,0.4,0,1,0,0,0,0.7,0.4,0.4,0.4,0.8,0.2,0.9,0.4,0.6,0.5,0.8,0.4,0,0,0,0.1,0.1,0.3,0.4,0.1,0,1,0,0.7,0.1,0.6,0.4,0.5,0.2,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.2,0,0.8,0.1,0.9,0.1,0.7,0.3,0.4,0.6,0.9,0.3,0.7,0.7,0.5,0.1,0.5,1,0.6,0.1,0.9,0.8,0.5,0.3,0.7,0.7,19
"S. Gasanov",0.7,0,0,0.5,0.2,0.2,0.2,0.5,0.1,0.6,0.5,0,0.7,0.1,0,0,1,0.8,0.5,0.6,1,0.1,0,0,0.7,0.3,0.8,0.2,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,1,0,0.1,0.3,0.1,0.5,0.1,0,0,0,0,0,0,0,0.5,0.1,0.1,0,0,0.1,0,0,0,0,0.1,0.1,0.8,0.5,0.9,0.1,0.8,0.1,0.6,0.4,0.6,0.1,0.1,0.4,0.7,0.3,0.5,0.4,0.7,0,0.5,0.3,0.5,0.1,0.6,0.3,13
"S. Matviychuk",0.3,1,0.1,0.5,0.2,0,0,0.2,0.2,0.5,0.2,0.2,0,0,0,0,0.5,0.3,0.4,0.3,0.8,0.1,0.9,0.3,0.7,0.4,0.8,0.3,0.3,0.5,0.1,0.2,0.3,0.3,0.4,0.2,0.1,0,0.1,0.5,0.2,0.6,0.7,0.6,0.2,0.1,0,0.1,0.2,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.8,0.2,0.5,0.1,0.3,0.6,0.5,0.1,0.3,0.5,0.5,0,0.2,0.6,0.4,0.1,0.2,0.6,0.5,0.3,0.5,0.6,12
"S. Nimely",0.2,0.8,0.2,0.9,0.5,0.4,0.3,0.6,0.3,0.7,0.2,0.3,0.3,0.4,0,0.2,0.3,0.3,0.6,0.3,0.9,0.4,1,0.3,0.8,0.7,0.9,0.6,0,0,0.3,0.2,0.2,0.5,0.7,0.4,0.3,0.4,0.3,0.7,0.3,0.7,0.5,0.8,0.3,0.4,0.5,0.4,0.2,0.2,0.5,0.8,0.4,0.7,0.2,0.4,0.4,0.4,0,0,0.4,0.4,0.5,0.3,0.5,0.4,0.6,0.9,0.8,0.8,0,0.9,0.8,0.3,0.3,0.9,0,0.9,0.5,1,0.1,0.1,0.3,1,0.7,0.6,0.2,1,0.7,0.4,0.3,14
"S. Ponomarenko",0.5,1,0,0.9,0.2,0.6,0.1,0.7,0.1,0.6,0.5,0.1,0.3,0.1,0,0,0.9,0.8,0.5,0.7,0.9,0.1,0,0,0.6,0.4,0.8,0.2,0,0,0,0.1,0,0.2,0.2,0,0,0,0,1,0,0,0,0.2,0.1,0.1,0.5,0.1,0.5,0,0,0,0.1,0.1,0,0.2,0.1,0.1,0,0,0.1,0,0,0,0,0.1,0.1,0.6,0.1,0.8,0.5,0.6,0.1,0.4,0.6,0.9,0.2,0.3,0.4,0.9,0.6,0.8,0.8,0.9,0,0.5,0.8,0.9,0.1,0.7,0.8,13
"S. Prychynenko",0.4,0,0,1,0,0,0.1,0.2,0.1,0.8,0.4,0,1,0,0,0,0.6,0.3,0.6,0.2,0.9,0.3,1,0.6,0.7,0.4,0.9,0.5,0,0,0,0,0.3,0.4,0.4,0.1,0.6,0.3,0.5,0.6,0.1,0.4,0.4,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.4,0.3,0.6,0.5,0.5,0.1,0.2,0.2,0.5,0.1,0.4,0.3,0.3,0,0.2,0.7,0.3,0,0.4,0.5,0.2,0,0.4,0.3,1
"S. Samodin",0.1,1,0,0.9,0.6,0.3,0.2,0.4,0.2,0.7,0.2,0.4,0.3,0.3,0,0,0.6,0.3,0.5,0.1,0.7,0.1,0.9,0.5,0.6,0.2,0.8,0.3,0.1,0.5,0,0.1,0.2,0.1,0.1,0.1,0,0.5,0,0.3,0.3,0.6,0.1,0.1,0,0.9,0.5,0,0.2,0.1,0.3,0.5,0.2,0.3,0.2,0.5,0.6,0.6,0.3,0.8,0.4,0.5,0.7,0.5,0.7,0.2,0.7,0.8,0.2,0.6,0.3,0.9,0.3,0.2,0.2,0.6,0.3,0.8,0.6,1,0.2,0.1,0.3,0.9,0.3,0.3,0.3,0.8,0.2,0.2,0.5,20
"S. Shustikov",0.8,1,0.3,0.7,0.3,0.7,0.2,0.5,0.3,0.7,0.9,0,0,0,0,0,0.8,0.8,0.7,0.5,0.9,0.1,0,0,0.8,0.3,0.9,0.2,0,0,0,0,0,0.1,0.1,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.6,0.1,0.7,0.4,0.3,0,0.3,0.9,0.5,0,0.1,0.4,0.3,0,0.2,0.8,0.4,0,0.5,0.8,0.2,0,0.3,0.8,13
"S. Sukharev",0.3,0,0,0,0,0,0,0,0.1,0.3,0.2,0,0,0,0,0,0.5,0.3,0.4,0.2,0.8,0.1,0.9,0.5,0.6,0.2,0.8,0.3,0,0,0.1,0.2,0.3,0.1,0.2,0.1,0,0,0,0.3,0.2,0.5,0.4,0.3,0.2,0.5,1,0.1,0,0.3,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0.1,0,0.2,0,0.3,0.5,0.1,0,0.3,1,0.2,0,0,0.4,0.2,0,0.3,0.9,0,0,0,0,0,0,0.1,1,21
"T. Bukia",0.3,1,0.2,1,0.3,0.6,0.2,0.6,0.3,0.6,0.3,0.3,0.6,0.2,0,0,0.6,0.4,0.6,0.5,0.9,0.1,0.9,0.1,0.7,0.5,0.8,0.3,0,0,0.1,0.3,0.2,0.4,0.5,0.5,0.2,0.4,0.2,0.7,0.5,0.7,0.5,0.6,0.2,0.6,0.5,0.3,0.4,0.2,0.3,0.2,0,0,0,0.2,0.3,0.2,0,0,0.2,0,0,0,0,0.3,0.1,0.9,0.1,0.7,0.3,0.8,0.2,0.4,0.2,0.6,0.2,0.8,0.6,0.7,0.3,0.1,0.5,0.7,0.1,0.2,0.4,1,0.3,0.4,0.2,10
"T. Pukhov",0.3,0,0,0.8,0.3,0.3,0.2,0.4,0.3,0.8,0.3,0.2,0.7,0.2,0,0.4,0.3,0.3,0.3,0.2,0.8,0.1,0.8,0.3,0.7,0.3,0.8,0.3,0,0,0.1,0.1,0.4,0.2,0.2,0.1,0.1,0,0.1,0.2,0.3,0.5,0.6,0.3,0.6,0.5,0.4,0.6,0,0.2,0.2,0.1,0.3,0.1,0.2,0.2,0.8,0.2,0,0,0.3,0.7,0.2,0.6,0.2,0.4,0.1,0.9,0.4,0.7,0.1,0.9,0.2,0.2,0.3,0.5,0.1,0.3,0.7,0.8,0.1,0.1,0.3,0.9,0.4,0.4,0.2,0.9,0.4,0.4,0.4,8
"T. Thioub",0,0,0,0,0.3,0,0,0.5,0.2,0,0,0,0,0,0,0,0.8,0.7,0.6,0.8,1,0.1,0,0,0.7,0.5,0.8,0.3,0.1,0.5,0,0.2,0,0.1,0.1,0,0,0,0,0.8,0,0.7,0,0.1,0.4,1,1,0.1,0,0.1,0.2,0,0,0,0,0.5,0.7,0.1,0,0,0.9,0,0,0,0,0.2,0.1,0.4,0,0.3,0.6,0.3,0,0,0.8,0.7,0,0.1,0.6,0.9,0,0,0.7,0.8,0,0,0.5,0.9,0,0,0.7,13
"V. Adaev",0.2,1,0.3,1,0.1,0,0.1,0.4,0.4,0.6,0.1,0.2,0,0,0,0,0.6,0.3,0.3,0.1,0.6,0.1,0.8,0.4,0.5,0.2,0.7,0.2,0,0,0.2,0.5,0.4,0.1,0.2,0,0.1,0,0.1,0.2,0.1,0.5,0.6,0.3,0.7,0.3,0.4,0.6,0.3,0.4,0.2,0.3,0,0,0,0.2,0.5,0.4,0,0,0.2,0.1,0.1,0.1,0.1,0.5,0.2,0.6,0.1,0.6,0.1,0.5,0.2,0.3,0.2,0.4,0.2,0.8,0.2,0.7,0.4,0.2,0.5,0.7,0.6,0.3,0.5,0.8,0.4,0.3,0.1,10
"V. Aleynikov",0.6,1,0.2,0.7,0.4,0.2,0.2,0.6,0.3,0.8,0.6,0.3,0.8,0.1,0,0.1,0.6,0.3,0.5,0.4,0.8,0.2,0.9,0.3,0.7,0.5,0.8,0.4,0,0,0,0.2,0.1,0.5,0.6,0.1,0,0.5,0,0.5,0.1,0.7,0.6,0.7,0.1,0.2,0.6,0.2,0.5,0.2,0.5,0.6,0.2,0.3,0.1,0.5,0.6,0.5,0,0,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0,0.2,0.5,0.2,0,0.1,0.5,0.2,0,0.1,0.8,0.7,0,0,0.8,0.7,0,0.1,1,0.3,0,0,0.6,9
"V. Bartasevich",0.6,1,0.3,0.9,0.3,0.5,0.1,0.5,0.4,0.7,0.5,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0.3,0.1,0.5,0.3,0.1,0.1,0.2,0.3,0.2,0.5,0.2,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.8,0.5,0.9,0.2,0.8,0.5,0.4,0.4,1,1,0.4,0.3,0.8,0.1,0.5,0.4,0.9,0.4,0.8,0.6,1,0.5,0.9,0.7,2
"V. Bragin",0.1,1,0.1,1,0.2,0,0,0.5,0.2,0.5,0.1,0.2,0,0,0.1,0.1,0.6,0.3,0.4,0.3,0.8,0.1,0.9,0.4,0.6,0.4,0.8,0.3,0,0,0.1,0.2,0.3,0.3,0.3,0.1,0.2,0.3,0.2,0.4,0.1,0.6,0.5,0.4,0.2,0.6,0.4,0.2,0.2,0.1,0.2,0.2,0,0,0.3,0.5,0.4,0.3,0.4,0.8,0.3,0.6,0.6,0.6,0.5,0.3,0.3,0.8,0.2,0.8,0.1,0.9,0.1,0.3,0.5,0.7,0,0.7,0.6,0.7,0.2,0.3,0.5,1,0.3,0.3,0.4,0.9,0.4,0.5,0.3,20
"V. Dubovoy",0.7,0.9,0.3,0.8,0.2,0.2,0.2,0.4,0.5,0.7,0.6,0.1,0.7,0.1,0,0.1,0.1,0.2,0.2,0,0.9,0,0.8,0.3,0.5,0.1,0.8,0.1,0,0,0.1,0.2,0.2,0.1,0.1,0,0,0,0,0.4,0.4,0.6,0.1,0.1,0.2,0,0.6,0.1,0.3,0.3,0.1,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0.8,0.5,0.9,0.1,0.9,1,1,0.1,1,0.9,0.3,0.3,1,0.2,0.7,0.7,0.9,0.4,0.8,0.4,0.7,0.8,0.9,0.2,6
"V. Dyadyun",0.1,1,0.1,0.9,0.7,0,0.1,0.6,0.2,0.5,0.1,0.2,0,0,0,0.3,0.3,0.3,0.6,0.1,0.7,0.1,0.9,0.3,0.6,0.1,0.8,0.2,0.3,0.5,0.3,0.5,0.8,0.1,0.1,0,0.4,0.4,0.3,0.4,0.8,0.4,0.3,0.2,0.2,0.9,0.5,0.2,0.7,0.1,0.2,0.2,0.2,0.1,0.2,0.4,0.8,0.3,0.2,0.2,0.6,0.7,0.3,0.6,0.3,0.3,0.4,0.9,0.1,0.5,0.6,1,0.3,0.5,0.4,0.9,0.2,0.8,0.5,0.6,0,0.1,0.6,0.9,0.1,0.1,0.3,1,0.4,0.3,0.4,20
"V. Fedoriv",0.7,1,0.7,0.9,0.4,0.3,0.1,0.5,0.8,0.7,0.4,0.4,0.3,0.1,0,0.1,0.5,0.3,0.5,0.2,0.9,0.2,0.9,0.4,0.8,0.5,0.9,0.5,0,0,0.2,0.6,0.3,0.3,0.3,0,0.1,0.3,0.1,0.4,0.1,0.6,0.6,0.4,0.2,0.1,0.5,0.1,0.4,0.7,0.3,0.3,0,0,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0.3,0,1,1,0.9,0.1,0.8,0.1,0.4,0.7,1,1,0.4,0.5,0.9,0.9,1,0.3,1,0.2,0.5,0.4,0.8,0.2,0.5,0.7,15
"V. Galiulin",0.2,0.9,0.4,1,0.3,0.4,0.1,0.4,0.5,0.6,0.2,0.3,0.8,0.1,0.1,0,0.5,0.3,0.4,0.2,0.6,0.1,1,0.3,0.6,0.2,0.8,0.2,0,0,0,0.1,0.3,0.2,0.3,0,0,0,0,0.3,0.2,0.5,0.5,0.3,0.5,0.4,0.5,0.3,0.3,0.4,0.4,0.4,0.1,0.1,0,0.2,0.4,0.3,0,0,0.2,0.1,0.1,0.1,0.1,0.4,0.2,0.9,0.5,0.7,0,0.9,0.2,0.2,0.2,0.9,0.2,0.5,0.5,0.8,0.1,0.2,0.1,1,0.3,0.3,0.4,0.7,0.3,0.4,0.1,10
"V. Ganus",0.3,0,0,0,0,0,0.6,0,0.2,0.2,0.3,0.4,0,0,0,0,0.8,0.5,0.3,0.4,1,0.2,1,0.3,0.6,0.4,0.9,0.4,0,0,0,0,0.2,0.3,0.3,0.3,0,0,0,0.3,0.5,0.7,0.3,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.6,0.2,0.3,0,0.3,0.4,0.4,0,0,0.3,0.3,0,0.2,0.3,0.2,0,0.1,0,0.2,0,0.3,0.1,21
"V. Gorulev",0.3,0,0,1,0.1,0.5,0.2,0.3,0.1,0.7,0.2,0,0,0.1,0,0,0.6,0.3,0.6,0.4,0.8,0.2,0.9,0.4,0.6,0.5,0.8,0.5,0,0,0,0.2,0.4,0.3,0.3,0.1,0.1,0.7,0.1,0.4,0.3,0.6,0.6,0.4,0.1,0.1,0.4,0.2,0.5,0.1,0,0,0,0,0,0.2,0.3,0.1,0,0,0.1,0,0,0,0,0.1,0,0.3,0,0.4,0.3,0.4,0,0.3,0.8,0.3,0,0.1,0.6,0.2,0,0.1,0.6,0.3,0,0.2,0.7,0.3,0,0.4,0.7,4
"V. Kalenkovich",0.5,0.9,0.3,0.8,0.1,0,0,0.6,0.3,0.6,0.3,0.2,1,0.1,0,0,0.7,0.4,0.6,0.3,0.9,0.2,1,0.2,0.8,0.5,0.9,0.4,0,0,0.2,0.2,0.2,0.4,0.5,0.1,0.2,0.4,0.3,0.7,0.2,0.8,0.4,0.7,0.4,0.1,0.4,0.1,0.5,0.2,0.1,0.1,0,0,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0.2,0,0.9,0.7,0.9,0.1,0.8,0.4,0.6,0.3,0.8,0.8,0.7,0.1,1,0.5,0.3,0.5,0.7,0.1,0.2,0.6,0.9,0.6,0.5,0.1,16
"V. Kamilov",0.5,0.9,0.2,0.9,0.4,0.4,0.3,0.5,0.5,0.7,0.6,0.2,0.5,0.3,0,0.2,0.2,0.3,0,0.1,0.8,0.1,0.8,0.3,0.3,0.2,0.5,0.2,0,0,0,0,0.4,0.3,0.4,0,0,0,0,0.4,0.3,0.7,0.8,0.5,0.4,0.3,0.5,0.2,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0.3,0.3,0.5,0.1,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.4,1,0.5,0.9,0.1,1,0.5,0.7,0.4,0.8,0.7,0.8,0.4,1,0.6,0.6,0.4,1,1,0.8,0.4,1,1,1,0.4,6
"V. Khozin",0.8,1,0,0.8,0.2,0.2,0.3,0.3,0.2,0.6,0.6,0,0.4,0.1,0,0,0.6,0.4,0.5,0.3,0.7,0.2,0.9,0.4,0.7,0.4,0.8,0.4,0,0,0.2,0.6,0.3,0.3,0.3,0,0.3,0.2,0.3,0.5,0.2,0.6,0.6,0.5,0.3,0.1,1,0,0.3,0.1,0.1,0.1,0,0,0,0.1,0.3,0.3,0,0,0.1,0,0,0,0,0,0.1,0.9,0.1,0.9,0.1,0.9,0.1,0.7,0.9,1,0.4,0.3,0.4,0.9,0.2,0.6,0.6,1,0.1,0.6,0.6,0.8,0.2,0.9,0.8,17
"V. Korobkin",0.5,1,0.2,1,0.4,0,0,0.3,0.6,1,0.2,1,0,0,0,0,0.6,0.3,0.6,0.4,0.9,0.3,1,0.5,0.7,0.4,0.9,0.5,0,0,0,0.2,0.4,0.3,0.3,0.2,0.1,0.2,0.1,0.5,0.2,0.6,0.5,0.4,0.5,0.4,0.5,0.7,0.2,0.5,0.4,0.1,0,0,0,0,0.3,0,0,0,0.2,0,0,0,0,0.7,0,0.6,0,0.5,0.7,0.4,0.1,0.4,0.4,0.3,0,0.2,0.9,0,0,0,0.6,0.3,0,0.3,0.5,0.3,0.1,0.4,0.6,5
"V. Lobkarev",0.4,1,0.5,0.7,0.5,0,0.1,0.4,0.8,1,0.1,0.4,0,0.1,0,0,0.6,0.3,0.5,0.2,0.7,0.2,0.9,0.5,0.5,0.3,0.7,0.4,0,0,0.1,0.3,0.2,0.3,0.3,0.1,0.1,0,0.1,0.2,0.2,0.6,0.5,0.4,0.8,0.2,0.7,0.5,0.3,0.7,0.1,0,0,0,0.4,0.4,0.5,0.1,0,0,0.4,0.6,0.1,1,0.2,0.6,0.1,0.5,0.2,0.7,0.2,0.4,0.1,0.3,0.2,0.2,0,0.1,0.3,0.1,0,0,0.9,0.4,0,0.1,0.3,0.4,0.1,0.1,0.3,5
